50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
48,48
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
48,48
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
47,47
45,45
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
49,49
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
49,49
49,49
50,50
49,49
49,49
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
49,49
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
49,49
50,50
50,50
47,47
50,50
49,49
47,47
50,50
49,49
50,50
49,49
50,50
48,48
50,50
47,47
50,50
49,49
49,49
49,49
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
49,49
49,49
49,49
48,48
48,48
50,50
48,48
45,45
50,50
43,43
45,45
47,47
48,48
50,50
45,45
45,45
50,50
48,48
50,50
48,48
47,47
44,44
34,34
40,40
50,50
50,50
50,50
49,49
50,50
41,41
50,50
50,50
48,48
29,29
50,50
46,46
50,50
50,50
49,49
49,49
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
46,46
47,47
50,50
50,50
44,44
48,48
48,48
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
49,49
49,49
50,50
50,50
50,50
50,50
50,50
46,46
50,50
50,50
50,50
50,50
50,50
42,42
44,44
50,50
49,49
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
49,49
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
49,49
50,50
50,50
47,47
47,47
50,50
50,50
48,48
45,45
48,48
50,50
49,49
50,50
50,50
49,49
50,50
50,50
50,50
50,50
50,50
48,48
50,50
50,50
48,48
45,45
48,48
48,48
49,49
50,50
50,50
50,50
47,47
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
49,49
50,50
50,50
46,46
50,50
50,50
50,50
48,48
50,50
50,50
49,49
50,50
50,50
49,49
50,50
50,50
50,50
50,50
50,50
50,50
43,43
50,50
50,50
50,50
50,50
50,50
50,50
50,50
49,49
50,50
50,50
50,50
50,50
50,50
50,50
48,48
50,50
45,45
48,48
50,50
48,48
49,49
46,46
50,50
50,50
50,50
50,50
50,50
47,47
50,50
50,50
50,50
49,49
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
49,49
50,50
50,50
50,50
50,50
50,50
50,50
49,49
50,50
39,39
48,48
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
49,49
50,50
45,45
47,47
50,50
50,50
50,50
50,50
50,50
49,49
50,50
50,50
49,49
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
48,48
48,48
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
47,47
49,49
47,47
48,48
48,48
49,49
48,48
49,49
50,50
49,49
50,50
47,47
48,48
42,42
48,48
50,50
48,48
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
49,49
50,50
50,50
50,50
50,50
50,50
45,45
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
49,49
49,49
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
49,49
50,50
50,50
50,50
45,45
50,50
47,47
44,44
44,44
46,46
41,41
50,50
45,45
50,50
43,43
50,50
49,49
50,50
49,49
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
49,49
49,49
48,48
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
49,49
48,48
50,50
46,46
50,50
49,49
50,50
50,50
49,49
50,50
50,50
49,49
50,50
50,50
45,45
46,46
50,50
50,50
49,49
50,50
44,44
48,48
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
47,47
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
44,44
49,49
41,41
49,49
50,50
50,50
50,50
50,50
48,48
48,48
50,50
50,50
50,50
50,50
49,49
46,46
47,47
46,46
50,50
50,50
50,50
49,49
49,49
50,50
49,49
50,50
49,49
49,49
50,50
50,50
46,46
49,49
50,50
41,41
36,36
45,45
31,31
45,45
20,20
39,39
47,47
50,50
50,50
50,50
50,50
46,46
48,48
50,50
50,50
50,50
28,28
50,50
50,50
50,50
50,50
49,49
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
48,48
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
40,40
50,50
50,50
48,48
50,50
50,50
49,49
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
49,49
50,50
49,49
50,50
50,50
50,50
50,50
50,50
49,49
50,50
50,50
50,50
50,50
50,50
50,50
50,50
49,49
50,50
50,50
50,50
48,48
50,50
49,49
50,50
50,50
50,50
50,50
50,50
48,48
